run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	bam_ftp
SRR18175958	PRJNA811324	SAMN26318578	SRX14323003	408170	human gut metagenome	b24fc93e0784bf6d12fe82d9c21d543c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/058/SRR18175958/SRR18175958.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/058/SRR18175958/SRR18175958.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/058/SRR18175958	
SRR18175961	PRJNA811324	SAMN26318575	SRX14323000	408170	human gut metagenome	95b6b9e5b1d00b4e4f8a504a9d480cd3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/061/SRR18175961/SRR18175961.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/061/SRR18175961/SRR18175961.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/061/SRR18175961	
SRR18175962	PRJNA811324	SAMN26318503	SRX14322999	408170	human gut metagenome	bec3b630e7d414a9c5949f98ed93e35c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/062/SRR18175962/SRR18175962.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/062/SRR18175962/SRR18175962.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/062/SRR18175962	
SRR18175964	PRJNA811324	SAMN26318573	SRX14322997	408170	human gut metagenome	82ad1f9a795b5ec5621a53def10871cb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/064/SRR18175964/SRR18175964.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/064/SRR18175964/SRR18175964.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/064/SRR18175964	
SRR18175966	PRJNA811324	SAMN26318571	SRX14322995	408170	human gut metagenome	9546badef70261a8ec6197f53bb91f0d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/066/SRR18175966/SRR18175966.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/066/SRR18175966/SRR18175966.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/066/SRR18175966	
SRR18175967	PRJNA811324	SAMN26318570	SRX14322994	408170	human gut metagenome	d18da7271cfc3899e061b08384b2fcf3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/067/SRR18175967/SRR18175967.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/067/SRR18175967/SRR18175967.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/067/SRR18175967	
SRR18175968	PRJNA811324	SAMN26318569	SRX14322993	408170	human gut metagenome	2ad3a2cc7d1e8a2d2b01178fa072342b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/068/SRR18175968/SRR18175968.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/068/SRR18175968/SRR18175968.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/068/SRR18175968	
SRR18175969	PRJNA811324	SAMN26318568	SRX14322992	408170	human gut metagenome	82ff1f2d1a5faf31b3176b780508507e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/069/SRR18175969/SRR18175969.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/069/SRR18175969/SRR18175969.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/069/SRR18175969	
SRR18175971	PRJNA811324	SAMN26318566	SRX14322990	408170	human gut metagenome	99fa219593ce36f0dbff3f4bf0e9e243	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/071/SRR18175971/SRR18175971.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/071/SRR18175971/SRR18175971.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/071/SRR18175971	
SRR18175976	PRJNA811324	SAMN26318562	SRX14322985	408170	human gut metagenome	eab4b050809cd5da034f877cb65375df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR181/076/SRR18175976/SRR18175976.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR181/076/SRR18175976/SRR18175976.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR181/076/SRR18175976	
