run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	bam_ftp
SRR14711413	PRJNA734525	SAMN19513448	SRX11049514	256318	metagenome	0eb0c40e80d57f98d347b916ff8dcc2f;d1be8d46bdec3d11d8d2ccddeba73df9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/013/SRR14711413/SRR14711413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/013/SRR14711413/SRR14711413_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/013/SRR14711413/SRR14711413_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/013/SRR14711413/SRR14711413_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/013/SRR14711413	
SRR14711417	PRJNA734525	SAMN19513552	SRX11049510	256318	metagenome	d2b576dcb5cb3c529e4b3e5b4f990929;f8886d8b2e9994d8c09d9cfa1f79a0ae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/017/SRR14711417/SRR14711417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/017/SRR14711417/SRR14711417_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/017/SRR14711417/SRR14711417_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/017/SRR14711417/SRR14711417_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/017/SRR14711417	
SRR14711418	PRJNA734525	SAMN19513551	SRX11049509	256318	metagenome	c22bced689178fc65e85c22604e0f114;1a4a1e75d7895936ade46c6561fda032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/018/SRR14711418/SRR14711418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/018/SRR14711418/SRR14711418_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/018/SRR14711418/SRR14711418_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/018/SRR14711418/SRR14711418_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/018/SRR14711418	
SRR14711420	PRJNA734525	SAMN19513549	SRX11049507	256318	metagenome	e595d1e18194a3226c49141edddc9111;eaebd599ddd204ffdb01b6b6b5350b69	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/020/SRR14711420/SRR14711420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/020/SRR14711420/SRR14711420_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/020/SRR14711420/SRR14711420_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/020/SRR14711420/SRR14711420_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/020/SRR14711420	
SRR14711421	PRJNA734525	SAMN19513548	SRX11049506	256318	metagenome	ce4576e4bd5978832afba6b1f36a97d1;779047280bd0e9238b646dd07a8f92d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/021/SRR14711421/SRR14711421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/021/SRR14711421/SRR14711421_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/021/SRR14711421/SRR14711421_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/021/SRR14711421/SRR14711421_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/021/SRR14711421	
SRR14711422	PRJNA734525	SAMN19513547	SRX11049505	256318	metagenome	fd7b5b4fc3b0686ba861bf44eac2d1f2;3f285d4b253f07e5efa0674c5d73185d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/022/SRR14711422/SRR14711422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/022/SRR14711422/SRR14711422_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/022/SRR14711422/SRR14711422_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/022/SRR14711422/SRR14711422_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/022/SRR14711422	
SRR14711423	PRJNA734525	SAMN19513546	SRX11049504	256318	metagenome	fde072b020b698a396c828bd815b7f89;f5e14646b4b5849a0e0ba148cdd737b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/023/SRR14711423/SRR14711423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/023/SRR14711423/SRR14711423_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/023/SRR14711423/SRR14711423_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/023/SRR14711423/SRR14711423_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/023/SRR14711423	
SRR14711432	PRJNA734525	SAMN19513538	SRX11049495	256318	metagenome	fe718ebbe39a5cc8957efaebce4574eb;7dba0eeecd071381bbe8b2e0cc6ae2a7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/032/SRR14711432/SRR14711432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/032/SRR14711432/SRR14711432_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/032/SRR14711432/SRR14711432_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/032/SRR14711432/SRR14711432_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/032/SRR14711432	
SRR14711434	PRJNA734525	SAMN19513536	SRX11049493	256318	metagenome	e3b0aba29d345177430a520357380868;15c943f399d09f8332e31c3f7712f84b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/034/SRR14711434/SRR14711434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/034/SRR14711434/SRR14711434_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/034/SRR14711434/SRR14711434_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/034/SRR14711434/SRR14711434_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/034/SRR14711434	
SRR14711440	PRJNA734525	SAMN19513533	SRX11049487	256318	metagenome	b7d3e1cad23edd97e63f36b4949c4d8b;b10fbd18c8b32416f3a70479eb8ada3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/040/SRR14711440/SRR14711440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/040/SRR14711440/SRR14711440_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/040/SRR14711440/SRR14711440_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR147/040/SRR14711440/SRR14711440_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR147/040/SRR14711440	
