run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	bam_ftp
ERR9452447	PRJEB51982	SAMEA13818282	ERX8994314	408170	human gut metagenome	fc24b534c25a4786c7d99a1eba52f700;417aa93e96c36243aa9a97bc47403860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/007/ERR9452447/ERR9452447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/007/ERR9452447/ERR9452447_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/007/ERR9452447/ERR9452447_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/007/ERR9452447/ERR9452447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452447/s003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452447/s003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/007/ERR9452447.bam
ERR9452450	PRJEB51982	SAMEA13818285	ERX8994317	408170	human gut metagenome	473ff75834399ebc8eb04e33ab465308;c2d2cdba6978a4d26a37d081904df1e6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/000/ERR9452450/ERR9452450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/000/ERR9452450/ERR9452450_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/000/ERR9452450/ERR9452450_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/000/ERR9452450/ERR9452450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452450/s006_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452450/s006_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/000/ERR9452450.bam
ERR9452454	PRJEB51982	SAMEA13818289	ERX8994321	408170	human gut metagenome	5f4109112f0fe8c118b6b30cb1d94595;a565f59ee745c647ac8f802a17382f34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/004/ERR9452454/ERR9452454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/004/ERR9452454/ERR9452454_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/004/ERR9452454/ERR9452454_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/004/ERR9452454/ERR9452454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452454/s010_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452454/s010_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/004/ERR9452454.bam
ERR9452456	PRJEB51982	SAMEA13818291	ERX8994323	408170	human gut metagenome	929ce476108d058397d66867eddbf09b;f552973634768864fd3ec39c4f8d571d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/006/ERR9452456/ERR9452456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/006/ERR9452456/ERR9452456_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/006/ERR9452456/ERR9452456_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/006/ERR9452456/ERR9452456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452456/s012_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452456/s012_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/006/ERR9452456.bam
ERR9452457	PRJEB51982	SAMEA13818292	ERX8994324	408170	human gut metagenome	54e0956481ad9291ae52df690804bfb9;862edd8bd8f2fda0410bf166556aefdb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/007/ERR9452457/ERR9452457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/007/ERR9452457/ERR9452457_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/007/ERR9452457/ERR9452457_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/007/ERR9452457/ERR9452457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452457/s013_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452457/s013_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/007/ERR9452457.bam
ERR9452458	PRJEB51982	SAMEA13818293	ERX8994325	408170	human gut metagenome	1846ad5c0a34f8ccb5f806c9039ede41;9212d78466fc084e9307e6f173dc2d05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/008/ERR9452458/ERR9452458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/008/ERR9452458/ERR9452458_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/008/ERR9452458/ERR9452458_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/008/ERR9452458/ERR9452458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452458/s014_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452458/s014_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/008/ERR9452458.bam
ERR9452459	PRJEB51982	SAMEA13818294	ERX8994326	408170	human gut metagenome	43e36852c330dea82b5050aed11877b0;3c73a87a20f0ff5f904ad6fb2d4c64ba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/009/ERR9452459/ERR9452459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/009/ERR9452459/ERR9452459_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/009/ERR9452459/ERR9452459_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/009/ERR9452459/ERR9452459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452459/s015_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452459/s015_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/009/ERR9452459.bam
ERR9452462	PRJEB51982	SAMEA13818297	ERX8994329	408170	human gut metagenome	dc81d1676bc072507fab35379489ad92;aae0ba8a13f1a80251de63a48a4b9d0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/002/ERR9452462/ERR9452462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/002/ERR9452462/ERR9452462_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/002/ERR9452462/ERR9452462_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/002/ERR9452462/ERR9452462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452462/s018_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452462/s018_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/002/ERR9452462.bam
ERR9452465	PRJEB51982	SAMEA13818300	ERX8994332	408170	human gut metagenome	4086e9e0e37d8ff984989e4948068540;625f2ebcc3a96af54018d08dbcc68c32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/005/ERR9452465/ERR9452465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/005/ERR9452465/ERR9452465_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/005/ERR9452465/ERR9452465_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/005/ERR9452465/ERR9452465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452465/s021_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452465/s021_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/005/ERR9452465.bam
ERR9452467	PRJEB51982	SAMEA13818302	ERX8994334	408170	human gut metagenome	64b80e921ccc7af1332eeb55e8d16d19;4b3dd892136beaccef6326bc6e772e8d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/007/ERR9452467/ERR9452467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR945/007/ERR9452467/ERR9452467_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/007/ERR9452467/ERR9452467_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR945/007/ERR9452467/ERR9452467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452467/s023_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR945/ERR9452467/s023_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR945/007/ERR9452467.bam
